dac_sector_category_id,dac_sector_category_name,dac_sector_code,dac_sector_name,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2012,18402204879,19841934668
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2013,14351421748,15217246876
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2014,10722468607,11166109256
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2015,15806252248,16263903900
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2016,16464322049,16747372041
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2017,15932241732,15932241732
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2018,921672045,907459126
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2001,4146050699,5616700913
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2002,4802448334,6402320241
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2003,6886049882,9007900176
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2004,5970606644,7621577513
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2005,7549371539,9343494411
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2006,10945188758,13119598875
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2007,12817789511,14958058568
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2008,15676942743,17922623121
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2009,15789038103,17843191959
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2010,13424219554,15038372833
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2011,17241093790,18929524990
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2012,15469780483,16680086729
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2013,14832551183,15727402968
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2014,10126766496,10545760052
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2015,16206260554,16675493982
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2016,13980863884,14221218943
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2017,14788047958,14788047958
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2018,1037400409,1021402875
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2001,631626316,855671196
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2002,957923360,1277042805
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2003,1142301719,1494287732
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2004,1262244647,1611276039
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2005,1633397278,2021577338
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2006,2260085363,2709081950
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2007,1589133768,1854481685
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2008,2118266452,2421702455
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2009,1902911291,2150480069
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2010,2297080702,2573285967
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2011,1725619244,1894610211
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2012,1133118488,1221770044
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2013,1092013125,1157894563
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2014,781456841,813789501
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2015,1343976760,1382890041
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2016,755431665,768418829
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2017,678429818,678429818
3,Governance,160,Other Social Infrastructure and Services,2,Obligations,2018,157374970,154948126
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2001,446979827,605528527
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2002,887230183,1182799129
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2003,1161847037,1519855685
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2004,1185457799,1513256365
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2005,1259181938,1558428990
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2006,1528956260,1832704137
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2007,1389803435,1621867891
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2008,2054024341,2348257854
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2009,1794100078,2027512520
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2010,2139521791,2396781893
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2011,1927834816,2116628871
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2012,1253181380,1351226265
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2013,1178242570,1249326269
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2014,861147357,896777188
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2015,1292404528,1329824583
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2016,750792117,763699526
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2017,724945379,724945379
3,Governance,160,Other Social Infrastructure and Services,3,Disbursements,2018,204117102,200969455
4,Infrastructure,210,Transport and Storage,2,Obligations,2001,15155265,20531006
4,Infrastructure,210,Transport and Storage,2,Obligations,2002,19856594,26471552
4,Infrastructure,210,Transport and Storage,2,Obligations,2003,1382076545,1807946176
4,Infrastructure,210,Transport and Storage,2,Obligations,2004,2053059966,2620764793
4,Infrastructure,210,Transport and Storage,2,Obligations,2005,580421409,718359694
4,Infrastructure,210,Transport and Storage,2,Obligations,2006,753860149,903624689
4,Infrastructure,210,Transport and Storage,2,Obligations,2007,933635378,1089530511
4,Infrastructure,210,Transport and Storage,2,Obligations,2008,1490684920,1704221576
4,Infrastructure,210,Transport and Storage,2,Obligations,2009,1377997296,1557274738
4,Infrastructure,210,Transport and Storage,2,Obligations,2010,932430627,1044547814
4,Infrastructure,210,Transport and Storage,2,Obligations,2011,650449877,714148838
4,Infrastructure,210,Transport and Storage,2,Obligations,2012,520535478,561260504
4,Infrastructure,210,Transport and Storage,2,Obligations,2013,178385836,189147903
4,Infrastructure,210,Transport and Storage,2,Obligations,2014,252578631,263029032
4,Infrastructure,210,Transport and Storage,2,Obligations,2015,229452477,236096013
4,Infrastructure,210,Transport and Storage,2,Obligations,2016,62520460,63595298
4,Infrastructure,210,Transport and Storage,2,Obligations,2017,31154473,31154473
4,Infrastructure,210,Transport and Storage,2,Obligations,2018,57316261,56432397
4,Infrastructure,210,Transport and Storage,3,Disbursements,2001,9697758,13137659
4,Infrastructure,210,Transport and Storage,3,Disbursements,2002,20208389,26940544
4,Infrastructure,210,Transport and Storage,3,Disbursements,2003,123728511,161853902
4,Infrastructure,210,Transport and Storage,3,Disbursements,2004,998228090,1274254573
4,Infrastructure,210,Transport and Storage,3,Disbursements,2005,1438065804,1779824947
4,Infrastructure,210,Transport and Storage,3,Disbursements,2006,1158225694,1388322915
4,Infrastructure,210,Transport and Storage,3,Disbursements,2007,481575695,561987499
4,Infrastructure,210,Transport and Storage,3,Disbursements,2008,586934152,671010913
4,Infrastructure,210,Transport and Storage,3,Disbursements,2009,1111482006,1256085812
4,Infrastructure,210,Transport and Storage,3,Disbursements,2010,1135017121,1271493704
4,Infrastructure,210,Transport and Storage,3,Disbursements,2011,1121002580,1230783070
4,Infrastructure,210,Transport and Storage,3,Disbursements,2012,838444212,904041407
4,Infrastructure,210,Transport and Storage,3,Disbursements,2013,740443996,785115181
4,Infrastructure,210,Transport and Storage,3,Disbursements,2014,543051609,565520289
4,Infrastructure,210,Transport and Storage,3,Disbursements,2015,455755192,468951060
4,Infrastructure,210,Transport and Storage,3,Disbursements,2016,301651017,306836916
4,Infrastructure,210,Transport and Storage,3,Disbursements,2017,88991515,88991515
4,Infrastructure,210,Transport and Storage,3,Disbursements,2018,46443281,45727088
4,Infrastructure,220,Communications,2,Obligations,2001,8948960,12123257
4,Infrastructure,220,Communications,2,Obligations,2002,28479223,37966704
4,Infrastructure,220,Communications,2,Obligations,2003,25572123,33451855
4,Infrastructure,220,Communications,2,Obligations,2004,154641394,197402281
4,Infrastructure,220,Communications,2,Obligations,2005,125428464,155236783
4,Infrastructure,220,Communications,2,Obligations,2006,70561360,84579329
4,Infrastructure,220,Communications,2,Obligations,2007,23989189,27994820
4,Infrastructure,220,Communications,2,Obligations,2008,5622185,6427550
4,Infrastructure,220,Communications,2,Obligations,2009,31719880,35846637
4,Infrastructure,220,Communications,2,Obligations,2010,17253958,19328607
4,Infrastructure,220,Communications,2,Obligations,2011,9575363,10513087
4,Infrastructure,220,Communications,2,Obligations,2012,17111186,18449913
4,Infrastructure,220,Communications,2,Obligations,2013,11910766,12629345
4,Infrastructure,220,Communications,2,Obligations,2014,11016276,11472073
4,Infrastructure,220,Communications,2,Obligations,2015,5724396,5890139
4,Infrastructure,220,Communications,2,Obligations,2016,11001339,11190473
4,Infrastructure,220,Communications,2,Obligations,2017,3748051,3748051
4,Infrastructure,220,Communications,2,Obligations,2018,165314,162765
4,Infrastructure,220,Communications,3,Disbursements,2001,39233956,53150675
4,Infrastructure,220,Communications,3,Disbursements,2002,53293554,71047599
4,Infrastructure,220,Communications,3,Disbursements,2003,29712149,38867572
4,Infrastructure,220,Communications,3,Disbursements,2004,35232413,44974753
4,Infrastructure,220,Communications,3,Disbursements,2005,149188903,184643938
4,Infrastructure,220,Communications,3,Disbursements,2006,72253162,86607229
4,Infrastructure,220,Communications,3,Disbursements,2007,49914496,58249042
4,Infrastructure,220,Communications,3,Disbursements,2008,32599588,37269387
4,Infrastructure,220,Communications,3,Disbursements,2009,18674639,21104202
4,Infrastructure,220,Communications,3,Disbursements,2010,32550582,36464526
4,Infrastructure,220,Communications,3,Disbursements,2011,13259013,14557476
4,Infrastructure,220,Communications,3,Disbursements,2012,12420213,13391927
4,Infrastructure,220,Communications,3,Disbursements,2013,10322927,10945714
4,Infrastructure,220,Communications,3,Disbursements,2014,10395406,10825512
4,Infrastructure,220,Communications,3,Disbursements,2015,8100171,8334701
4,Infrastructure,220,Communications,3,Disbursements,2016,-3954297,-4022277
4,Infrastructure,220,Communications,3,Disbursements,2017,10742197,10742197
4,Infrastructure,220,Communications,3,Disbursements,2018,9264912,9122038
4,Infrastructure,230,Energy,2,Obligations,2001,262959818,356234585
4,Infrastructure,230,Energy,2,Obligations,2002,308339140,411058225
4,Infrastructure,230,Energy,2,Obligations,2003,562546741,735888496
4,Infrastructure,230,Energy,2,Obligations,2004,1749806350,2233656559
4,Infrastructure,230,Energy,2,Obligations,2005,2238679017,2770705468
4,Infrastructure,230,Energy,2,Obligations,2006,2941181896,3525487541
4,Infrastructure,230,Energy,2,Obligations,2007,2635867608,3075995434
4,Infrastructure,230,Energy,2,Obligations,2008,2911356810,3328400928
4,Infrastructure,230,Energy,2,Obligations,2009,708376331,800536091
4,Infrastructure,230,Energy,2,Obligations,2010,1154093735,1292864119
4,Infrastructure,230,Energy,2,Obligations,2011,1432020843,1572259564
4,Infrastructure,230,Energy,2,Obligations,2012,911519671,982834059
4,Infrastructure,230,Energy,2,Obligations,2013,1885372487,1999117518
4,Infrastructure,230,Energy,2,Obligations,2014,969316369,1009421689
4,Infrastructure,230,Energy,2,Obligations,2015,625062246,643160196
4,Infrastructure,230,Energy,2,Obligations,2016,1208508205,1229284530
4,Infrastructure,230,Energy,2,Obligations,2017,717438226,717438226
4,Infrastructure,230,Energy,2,Obligations,2018,-212412407,-209136843
4,Infrastructure,230,Energy,3,Disbursements,2001,337401776,457081930
4,Infrastructure,230,Energy,3,Disbursements,2002,283196244,377539319
4,Infrastructure,230,Energy,3,Disbursements,2003,508259212,664872942
4,Infrastructure,230,Energy,3,Disbursements,2004,867685775,1107615152
4,Infrastructure,230,Energy,3,Disbursements,2005,1861090959,2303382863
4,Infrastructure,230,Energy,3,Disbursements,2006,1774483243,2127008397
4,Infrastructure,230,Energy,3,Disbursements,2007,2269219458,2648125692
4,Infrastructure,230,Energy,3,Disbursements,2008,2410041022,2755272985
4,Infrastructure,230,Energy,3,Disbursements,2009,892944570,1009116664
4,Infrastructure,230,Energy,3,Disbursements,2010,800656076,896928476
4,Infrastructure,230,Energy,3,Disbursements,2011,905776267,994479514
4,Infrastructure,230,Energy,3,Disbursements,2012,701264170,756128835
4,Infrastructure,230,Energy,3,Disbursements,2013,896662509,950758405
4,Infrastructure,230,Energy,3,Disbursements,2014,713678368,743206704
4,Infrastructure,230,Energy,3,Disbursements,2015,578044560,594781163
4,Infrastructure,230,Energy,3,Disbursements,2016,528463414,537548601
4,Infrastructure,230,Energy,3,Disbursements,2017,527886719,527886719
4,Infrastructure,230,Energy,3,Disbursements,2018,245002709,241224565
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2001,34531572,46780301
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2002,755928463,1007756006
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2003,614838710,804293583
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2004,523672532,668476595
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2005,475978720,589095992
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2006,298807387,358169522
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2007,478610553,558527252
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2008,116359826,133028055
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2009,482310141,545058695
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2010,230690997,258429708
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2011,111414182,122325048
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2012,149642802,161350377
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2013,201174868,213311801
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2014,156494877,162969827
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2015,143992415,148161552
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2016,93869845,95483636
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2017,104983784,104983784
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2018,70624598,69535509
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2001,47853319,64827417
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2002,806188758,1074759830
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2003,635378873,831162942
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2004,533425379,680926257
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2005,401717718,497186712
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2006,272546552,326691619
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2007,326534233,381057763
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2008,128010876,146348095
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2009,476296555,538262735
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2010,238018700,266638517
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2011,196480834,215722312
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2012,187229520,201877753
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2013,136433838,144664931
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2014,88487993,92149161
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2015,70345128,72381883
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2016,151551127,154156545
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2017,103810374,103810374
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2018,77005235,75817754
5,Economic Growth,250,Business and Other Services,2,Obligations,2001,244961270,331851751
5,Economic Growth,250,Business and Other Services,2,Obligations,2002,309004126,411944731
5,Economic Growth,250,Business and Other Services,2,Obligations,2003,417093880,545616151
5,Economic Growth,250,Business and Other Services,2,Obligations,2004,395099161,504350570
5,Economic Growth,250,Business and Other Services,2,Obligations,2005,686048465,849089222
5,Economic Growth,250,Business and Other Services,2,Obligations,2006,717828600,860434990
5,Economic Growth,250,Business and Other Services,2,Obligations,2007,556846669,649826937
5,Economic Growth,250,Business and Other Services,2,Obligations,2008,419607918,479715615
5,Economic Growth,250,Business and Other Services,2,Obligations,2009,256442262,289805427
5,Economic Growth,250,Business and Other Services,2,Obligations,2010,274296164,307278059
5,Economic Growth,250,Business and Other Services,2,Obligations,2011,411835330,452166623
5,Economic Growth,250,Business and Other Services,2,Obligations,2012,302146265,325785225
5,Economic Growth,250,Business and Other Services,2,Obligations,2013,332112504,352148948
5,Economic Growth,250,Business and Other Services,2,Obligations,2014,310460558,323305813
5,Economic Growth,250,Business and Other Services,2,Obligations,2015,268975070,276762943
5,Economic Growth,250,Business and Other Services,2,Obligations,2016,220605521,224398112
5,Economic Growth,250,Business and Other Services,2,Obligations,2017,242733682,242733682
5,Economic Growth,250,Business and Other Services,2,Obligations,2018,141938845,139750035
5,Economic Growth,250,Business and Other Services,3,Disbursements,2001,292633329,396433597
5,Economic Growth,250,Business and Other Services,3,Disbursements,2002,396918870,529147102
5,Economic Growth,250,Business and Other Services,3,Disbursements,2003,321735160,420873835
5,Economic Growth,250,Business and Other Services,3,Disbursements,2004,412274553,526275243
5,Economic Growth,250,Business and Other Services,3,Disbursements,2005,401391638,496783150
5,Economic Growth,250,Business and Other Services,3,Disbursements,2006,796343474,954547912
5,Economic Growth,250,Business and Other Services,3,Disbursements,2007,734436637,857070237
5,Economic Growth,250,Business and Other Services,3,Disbursements,2008,541453556,619015310
5,Economic Growth,250,Business and Other Services,3,Disbursements,2009,295168400,333569812
5,Economic Growth,250,Business and Other Services,3,Disbursements,2010,336031347,376436363
5,Economic Growth,250,Business and Other Services,3,Disbursements,2011,350155721,384446675
5,Economic Growth,250,Business and Other Services,3,Disbursements,2012,349045341,376353537
5,Economic Growth,250,Business and Other Services,3,Disbursements,2013,291963790,309578047
5,Economic Growth,250,Business and Other Services,3,Disbursements,2014,350797971,365312188
5,Economic Growth,250,Business and Other Services,3,Disbursements,2015,226256477,232807472
5,Economic Growth,250,Business and Other Services,3,Disbursements,2016,209038679,212632427
5,Economic Growth,250,Business and Other Services,3,Disbursements,2017,236725052,236725052
5,Economic Growth,250,Business and Other Services,3,Disbursements,2018,158506026,156061727
5,Economic Growth,321,Industry,2,Obligations,2001,98758545,133789293
5,Economic Growth,321,Industry,2,Obligations,2002,206120190,274786405
5,Economic Growth,321,Industry,2,Obligations,2003,158350651,207144429
5,Economic Growth,321,Industry,2,Obligations,2004,777429987,992402149
5,Economic Growth,321,Industry,2,Obligations,2005,78842616,97579718
5,Economic Growth,321,Industry,2,Obligations,2006,54502143,65329737
5,Economic Growth,321,Industry,2,Obligations,2007,168975538,197190476
5,Economic Growth,321,Industry,2,Obligations,2008,158742639,181482107
5,Economic Growth,321,Industry,2,Obligations,2009,-8821515,-9969197
5,Economic Growth,321,Industry,2,Obligations,2010,80083840,89713273
5,Economic Growth,321,Industry,2,Obligations,2011,131072058,143908031
5,Economic Growth,321,Industry,2,Obligations,2012,52363489,56460252
5,Economic Growth,321,Industry,2,Obligations,2013,83027678,88036761
5,Economic Growth,321,Industry,2,Obligations,2014,95032989,98964964
5,Economic Growth,321,Industry,2,Obligations,2015,109326864,112492290
5,Economic Growth,321,Industry,2,Obligations,2016,91981674,93563004
5,Economic Growth,321,Industry,2,Obligations,2017,54435779,54435779
5,Economic Growth,321,Industry,2,Obligations,2018,4730190,4657250
5,Economic Growth,321,Industry,3,Disbursements,2001,74391232,100778617
5,Economic Growth,321,Industry,3,Disbursements,2002,108738924,144963846
5,Economic Growth,321,Industry,3,Disbursements,2003,155729035,203714984
5,Economic Growth,321,Industry,3,Disbursements,2004,199671733,254884265
5,Economic Growth,321,Industry,3,Disbursements,2005,119804826,148276664
5,Economic Growth,321,Industry,3,Disbursements,2006,111433749,133571586
5,Economic Growth,321,Industry,3,Disbursements,2007,57916376,67587044
5,Economic Growth,321,Industry,3,Disbursements,2008,66407645,75920360
5,Economic Growth,321,Industry,3,Disbursements,2009,110352188,124709001
5,Economic Growth,321,Industry,3,Disbursements,2010,102739420,115092983
5,Economic Growth,321,Industry,3,Disbursements,2011,102627495,112677875
5,Economic Growth,321,Industry,3,Disbursements,2012,83939497,90506663
5,Economic Growth,321,Industry,3,Disbursements,2013,102426148,108605550
5,Economic Growth,321,Industry,3,Disbursements,2014,98607065,102686916
5,Economic Growth,321,Industry,3,Disbursements,2015,99834956,102725557
5,Economic Growth,321,Industry,3,Disbursements,2016,111257900,113170611
5,Economic Growth,321,Industry,3,Disbursements,2017,84522271,84522271
5,Economic Growth,321,Industry,3,Disbursements,2018,54248850,53412289
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2001,5386409,7297031
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2002,8566175,11419884
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2003,507083857,663335417
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2004,305559482,390051704
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2005,684546211,847229962
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2006,414216368,496506065
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2007,46716421,54516966
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2008,21419364,24487630
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2009,10379903,11730328
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2010,10799170,12097683
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2011,47110402,51723953
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2012,53892437,58108810
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2013,19654233,20839977
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2014,657699,684910
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2015,3447703,3547528
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2016,1143504,1163162
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2017,2913824,2913824
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2018,1327860,1307383
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2001,4886409,6619675
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2002,8566175,11419884
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2003,147596539,193076570
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2004,618178761,789115351
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2005,566901909,701627260
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2006,635940277,762278426
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2007,245438294,286420708
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2008,32096479,36694214
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2009,48130667,54392470
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2010,14830461,16613704
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2011,37169757,40809819
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2012,39598138,42696170
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2013,11221229,11898208
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2014,2430842,2531418
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2015,1892119,1946904
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2016,1154254,1174096
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2017,1410733,1410733
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2018,2179501,2145891
5,Economic Growth,323,Construction,2,Obligations,2001,54000,73154
5,Economic Growth,323,Construction,2,Obligations,2002,382806,510332
5,Economic Growth,323,Construction,2,Obligations,2003,36500,47747
5,Economic Growth,323,Construction,2,Obligations,2004,774470,988624
5,Economic Growth,323,Construction,2,Obligations,2005,341762257,422982723
5,Economic Growth,323,Construction,2,Obligations,2006,25598344,30683804
5,Economic Growth,323,Construction,2,Obligations,2007,250000,291744
5,Economic Growth,323,Construction,2,Obligations,2008,-705937,-807061
5,Economic Growth,323,Construction,2,Obligations,2009,9138325,10327221
5,Economic Growth,323,Construction,2,Obligations,2010,219105,245451
5,Economic Growth,323,Construction,2,Obligations,2011,36620,40206
5,Economic Growth,323,Construction,2,Obligations,2016,178499,181568
5,Economic Growth,323,Construction,2,Obligations,2017,370409,370409
5,Economic Growth,323,Construction,3,Disbursements,2001,54000,73154
5,Economic Growth,323,Construction,3,Disbursements,2002,382806,510332
5,Economic Growth,323,Construction,3,Disbursements,2003,36500,47747
5,Economic Growth,323,Construction,3,Disbursements,2004,774470,988624
5,Economic Growth,323,Construction,3,Disbursements,2005,247527696,306353135
5,Economic Growth,323,Construction,3,Disbursements,2006,28261997,33876628
5,Economic Growth,323,Construction,3,Disbursements,2008,381523,436176
5,Economic Growth,323,Construction,3,Disbursements,2009,10883842,12299828
5,Economic Growth,323,Construction,3,Disbursements,2010,20694,23182
5,Economic Growth,323,Construction,3,Disbursements,2011,139987,153696
5,Economic Growth,323,Construction,3,Disbursements,2012,16211,17479
5,Economic Growth,323,Construction,3,Disbursements,2013,13753,14582
5,Economic Growth,323,Construction,3,Disbursements,2017,455112,455112
5,Economic Growth,323,Construction,3,Disbursements,2018,17032,16769
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2001,179174549,242729749
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2002,469890287,626427995
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2003,233594985,305574369
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2004,358927636,458177026
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2005,296941137,367509765
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2006,75809714,90870345
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2007,254182951,296625520
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2008,232572682,265888098
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2009,210916627,238356884
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2010,155726842,174451730
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2011,161612155,177438929
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2012,208248907,224541641
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2013,177860519,188590894
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2014,112369118,117018373
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2015,133512286,137377979
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2016,158291753,161013061
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2017,110636364,110636364
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2018,209251237,206024418
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2001,317991699,430786880
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2002,466919087,622466980
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2003,237001252,310030232
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2004,398679512,508920964
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2005,267074051,330544714
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2006,71749798,86003875
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2007,204875204,239084527
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2008,189643569,216809489
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2009,178649342,201891632
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2010,174670323,195673002
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2011,171490606,188284761
